20250519180151,Query,0,2883
20250519180202,Query,0,10391
20250519180211,Query,0,9603
20250519180221,Query,0,9625
20250519180154,Query,0,5405
20250519180204,Query,0,9825
20250519180214,Query,0,9915
20250519180224,Query,0,9865
20250519180155,Query,0,5779
20250519180205,Query,0,10283
20250519180216,Query,0,10680
20250519180226,Query,0,10084
20250519180155,Query,0,6181
20250519180206,Query,0,10217
20250519180215,Query,0,9824
20250519180225,Query,0,9361
20250519180156,Query,0,7120
20250519180206,Query,0,9194
20250519180216,Query,0,10030
20250519180225,Query,0,9459
20250519180156,Query,0,7080
20250519180206,Query,0,9800
20250519180216,Query,0,9790
20250519180226,Query,0,10109
20250519180157,Query,0,7756
20250519180207,Query,0,9562
20250519180217,Query,0,10176
20250519180226,Query,0,9399
20250519180157,Query,0,7814
20250519180208,Query,0,10190
20250519180217,Query,0,9860
20250519180228,Query,0,10181
20250519180157,Query,0,7725
20250519180207,Query,0,9969
20250519180217,Query,0,9859
20250519180227,Query,0,9765
20250519180158,Query,0,8740
20250519180208,Query,0,9905
20250519180219,Query,0,10483
20250519180229,Query,0,10253
20250519180159,Query,0,8805
20250519180209,Query,0,10053
20250519180219,Query,0,9882
20250519180228,Query,0,9385
20250519180151,Query,0,3044
20250519180201,Query,0,9907
20250519180211,Query,0,9911
20250519180221,Query,0,9511
20250519180159,Query,0,9284
20250519180209,Query,0,10025
20250519180219,Query,0,9454
20250519180229,Query,0,10137
20250519180200,Query,0,10034
20250519180210,Query,0,9699
20250519180220,Query,0,9991
20250519180230,Query,0,9933
20250519180200,Query,0,9832
20250519180210,Query,0,9735
20250519180219,Query,0,9864
20250519180229,Query,0,9755
20250519180200,Query,0,10087
20250519180210,Query,0,9904
20250519180220,Query,0,9988
20250519180230,Query,0,9881
20250519180151,Query,0,3045
20250519180201,Query,0,9912
20250519180212,Query,0,10188
20250519180221,Query,0,9674
20250519180152,Query,0,3461
20250519180202,Query,0,10146
20250519180213,Query,0,10486
20250519180222,Query,0,9734
20250519180150,Query,0,1336
20250519180158,Query,0,8602
20250519180208,Query,0,9475
20250519180218,Query,0,10133
20250519180228,Query,0,9803
20250519180153,Query,0,4146
20250519180202,Query,0,9661
20250519180212,Query,0,10024
20250519180222,Query,0,9437
20250519180153,Query,0,4147
20250519180203,Query,0,10362
20250519180214,Query,0,10778
20250519180223,Query,0,9510
20250519180153,Query,0,4378
20250519180204,Query,0,10635
20250519180214,Query,0,9790
20250519180223,Query,0,9653
20250519180154,Query,0,4970
20250519180204,Query,0,9858
20250519180213,Query,0,9800
20250519180223,Query,0,9420
20250519180155,Query,0,5631
20250519180204,Query,0,9829
20250519180214,Query,0,10142
20250519180225,Query,0,10146
