20250425142616,Ins1,1,4
20250425142616,Ins1,1,2
20250425142616,Ins1,1,4
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,31
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,4
20250425142616,Ins1,1,6
20250425142616,Ins1,1,3
20250425142616,Ins1,1,4
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,4
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,65
20250425142616,Ins1,1,94
20250425142616,Ins1,1,40
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
20250425142616,Ins1,1,5
20250425142616,Ins1,1,14
20250425142616,Ins1,1,3
20250425142616,Ins1,1,6
20250425142616,Ins1,1,48
20250425142616,Ins1,1,8
20250425142616,Ins1,1,3
20250425142616,Ins1,1,2
20250425142616,Ins1,1,4
20250425142616,Ins1,1,6
20250425142616,Ins1,1,6
20250425142616,Ins1,1,3
20250425142616,Ins1,1,7
20250425142616,Ins1,1,10
20250425142616,Ins1,1,8
20250425142616,Ins1,1,2
20250425142616,Ins1,1,2
20250425142616,Ins1,1,19
20250425142616,Ins1,1,4
20250425142616,Ins1,1,2
20250425142616,Ins1,1,8
20250425142616,Ins1,1,10
20250425142616,Ins1,1,2
20250425142616,Ins1,1,3
